pixel_id,date,ndvi
45,2017-04-30,
45,2017-05-10,
45,2017-06-02,
45,2017-06-12,
45,2017-06-13,
45,2017-06-19,0.8944
45,2017-06-22,
45,2017-07-06,0.9034
45,2017-07-13,
45,2017-07-22,
45,2017-08-05,
45,2017-09-10,
45,2017-09-20,
45,2017-09-24,0.8609
45,2017-10-10,
45,2017-10-11,
45,2017-10-31,
45,2017-11-03,0.5489
45,2017-11-16,0.5457
45,2017-12-06,0.5648
45,2017-12-13,
45,2017-12-23,
45,2017-12-24,
45,2017-12-25,
45,2018-01-08,
45,2018-01-14,
45,2018-02-09,
45,2018-02-13,
45,2018-02-23,
45,2018-02-28,
45,2018-03-14,
45,2018-03-20,
45,2018-03-23,0.3624
45,2018-03-24,
45,2018-03-25,
45,2018-03-28,0.5273
45,2018-04-02,0.2959
45,2018-04-07,
45,2018-04-08,
45,2018-04-13,
45,2018-04-14,
45,2018-04-17,0.4651
45,2018-04-18,
45,2018-04-19,
45,2018-04-20,0.5039
45,2018-04-22,0.7352
45,2018-04-24,
45,2018-04-25,
45,2018-04-27,
45,2018-04-28,
45,2018-04-30,
45,2018-05-05,0.8703
45,2018-05-07,
45,2018-05-08,
45,2018-05-12,
45,2018-05-18,
45,2018-05-25,0.919
45,2018-05-30,
45,2018-06-01,
45,2018-06-02,
45,2018-06-04,
45,2018-06-09,
45,2018-06-14,0.9191
45,2018-06-16,0.9151
45,2018-06-19,0.9142
45,2018-06-21,0.8818
45,2018-06-22,
45,2018-06-23,
45,2018-06-26,0.9097
45,2018-06-27,
45,2018-06-29,0.9136
45,2018-07-01,0.902
45,2018-07-02,
45,2018-07-04,
45,2018-07-07,
45,2018-07-08,
45,2018-07-09,0.9055
45,2018-07-11,
45,2018-07-12,
45,2018-07-13,
45,2018-07-14,
45,2018-07-16,
45,2018-07-17,
45,2018-07-18,
45,2018-07-19,
45,2018-07-22,
45,2018-07-24,
45,2018-07-26,0.9082
45,2018-07-27,
45,2018-07-29,0.9002
45,2018-07-31,0.8919
45,2018-08-01,
45,2018-08-03,0.8586
45,2018-08-05,0.8802
45,2018-08-06,
45,2018-08-08,
45,2018-08-11,
45,2018-08-15,
45,2018-08-16,
45,2018-08-17,
45,2018-08-18,
45,2018-08-20,0.8961
45,2018-08-21,
45,2018-08-23,
45,2018-08-26,
45,2018-08-27,
45,2018-08-28,0.9005
45,2018-09-04,0.8997
45,2018-09-05,
45,2018-09-06,
45,2018-09-09,0.8879
45,2018-09-10,
45,2018-09-11,
45,2018-09-12,
45,2018-09-16,
45,2018-09-17,
45,2018-09-19,0.8811
45,2018-09-20,
45,2018-09-21,
45,2018-09-22,
45,2018-09-24,0.9144
45,2018-09-25,
45,2018-09-26,
45,2018-09-27,0.9026
45,2018-09-29,
45,2018-09-30,
45,2018-10-02,0.8302
45,2018-10-04,
45,2018-10-05,
45,2018-10-07,0.8451
45,2018-10-09,
45,2018-10-10,
45,2018-10-12,
45,2018-10-15,
45,2018-10-16,
45,2018-10-17,0.7028
45,2018-10-19,0.6794
45,2018-10-20,
45,2018-10-22,0.6275
45,2018-10-25,
45,2018-10-26,
45,2018-11-01,
45,2018-11-11,
45,2018-11-15,
45,2018-11-16,
45,2018-11-18,
45,2018-11-24,
45,2018-11-28,0.4588
45,2018-12-11,
45,2018-12-13,
45,2018-12-15,
45,2018-12-18,
45,2018-12-26,
45,2018-12-28,
45,2019-01-03,
45,2019-01-07,
45,2019-01-15,0.5035
45,2019-01-18,
45,2019-01-19,
45,2019-01-22,
45,2019-01-24,
45,2019-01-25,0.5113
45,2019-01-29,
45,2019-02-04,0.2844
45,2019-02-06,0.2169
45,2019-02-08,
45,2019-02-12,
45,2019-02-13,
45,2019-02-14,0.3099
45,2019-02-16,0.4308
45,2019-02-17,
45,2019-02-18,
45,2019-02-19,0.5239
45,2019-02-21,0.491
45,2019-02-22,
45,2019-02-23,
45,2019-02-24,0.5318
45,2019-02-26,
45,2019-02-27,
45,2019-02-28,
45,2019-03-03,0.4113
45,2019-03-05,
45,2019-03-08,0.2403
45,2019-03-16,0.3499
45,2019-03-19,
45,2019-03-21,0.4907
45,2019-03-23,0.4788
45,2019-03-24,
45,2019-03-26,0.4976
45,2019-03-28,0.4757
45,2019-03-29,
45,2019-03-30,
45,2019-03-31,0.4929
45,2019-04-02,
45,2019-04-05,
45,2019-04-08,
45,2019-04-15,
45,2019-04-17,0.5001
45,2019-04-18,
45,2019-04-19,
45,2019-04-20,
45,2019-04-22,
45,2019-04-23,
45,2019-04-25,
45,2019-04-30,0.7399
45,2019-05-07,0.8321
45,2019-05-13,
45,2019-05-14,
45,2019-05-15,
45,2019-05-23,
45,2019-05-24,
45,2019-05-30,0.8946
45,2019-06-01,0.8825
45,2019-06-02,
45,2019-06-04,
45,2019-06-07,
45,2019-06-12,
45,2019-06-13,
45,2019-06-16,0.8948
45,2019-06-17,
45,2019-06-18,
45,2019-06-19,
45,2019-06-24,0.8871
45,2019-06-26,0.8655
45,2019-06-27,
45,2019-06-28,
45,2019-06-29,0.8603
45,2019-07-01,
45,2019-07-02,
45,2019-07-04,0.8784
45,2019-07-06,0.8721
45,2019-07-07,
45,2019-07-09,
45,2019-07-14,
45,2019-07-16,0.8852
45,2019-07-17,
45,2019-07-19,
45,2019-07-21,
45,2019-07-22,
45,2019-07-23,
45,2019-07-24,0.85
45,2019-07-26,0.8078
45,2019-07-29,0.8876
45,2019-08-01,
45,2019-08-03,0.878
45,2019-08-05,
45,2019-08-06,
45,2019-08-08,
45,2019-08-11,
45,2019-08-18,
45,2019-08-21,
45,2019-08-22,
45,2019-08-23,
45,2019-08-25,0.8795
45,2019-08-26,
45,2019-08-27,
45,2019-08-28,
45,2019-08-30,0.8814
45,2019-08-31,
45,2019-09-01,
45,2019-09-04,
45,2019-09-09,0.8759
45,2019-09-11,
45,2019-09-12,0.8792
45,2019-09-14,0.8606
45,2019-09-15,
45,2019-09-16,
45,2019-09-17,0.774
45,2019-09-19,
45,2019-09-20,
45,2019-09-21,
45,2019-09-22,
45,2019-09-27,
45,2019-09-29,
45,2019-09-30,
45,2019-10-01,
45,2019-10-07,0.836
45,2019-10-11,
45,2019-10-12,
45,2019-10-14,
45,2019-10-16,
45,2019-10-17,0.6434
45,2019-10-25,
45,2019-10-26,
45,2019-10-27,0.5095
45,2019-11-10,
45,2019-11-13,0.3075
45,2019-11-19,
45,2019-11-20,
45,2019-11-30,
45,2019-12-03,0.324
45,2019-12-04,
45,2019-12-06,0.4251
45,2019-12-08,
45,2019-12-10,
45,2019-12-19,
45,2019-12-28,
45,2019-12-29,
45,2019-12-31,
45,2020-01-02,
45,2020-01-03,
45,2020-01-05,
45,2020-01-07,
45,2020-01-08,
45,2020-01-10,0.5084
45,2020-01-12,
45,2020-01-14,
45,2020-01-15,
45,2020-01-17,
45,2020-01-18,
45,2020-01-20,0.5046
45,2020-01-22,
45,2020-01-23,
45,2020-01-24,
45,2020-01-25,
45,2020-01-27,0.4805
45,2020-01-30,
45,2020-02-01,
45,2020-02-06,
45,2020-02-07,
45,2020-02-09,0.4974
45,2020-02-14,0.5324
45,2020-02-21,0.4874
45,2020-02-22,
45,2020-02-24,
45,2020-03-03,
45,2020-03-08,
45,2020-03-12,0.5226
45,2020-03-13,
45,2020-03-15,
45,2020-03-17,0.3041
45,2020-03-18,
45,2020-03-19,
45,2020-03-20,
45,2020-03-23,
45,2020-03-24,
45,2020-03-25,
45,2020-03-27,
45,2020-03-28,
45,2020-04-01,
45,2020-04-02,
45,2020-04-03,
45,2020-04-04,
45,2020-04-06,0.4515
45,2020-04-07,
45,2020-04-09,0.4808
45,2020-04-11,0.4565
45,2020-04-12,
45,2020-04-13,
45,2020-04-14,0.552
45,2020-04-16,
45,2020-04-17,
45,2020-04-18,
45,2020-04-22,
45,2020-04-23,
45,2020-04-24,
45,2020-04-27,
45,2020-05-04,
45,2020-05-07,
45,2020-05-08,
45,2020-05-09,
45,2020-05-17,
45,2020-05-18,
45,2020-05-19,0.8848
45,2020-05-23,
45,2020-05-24,0.9232
45,2020-05-26,0.9056
45,2020-05-27,
45,2020-05-29,
45,2020-05-31,
45,2020-06-01,
45,2020-06-02,
45,2020-06-03,
45,2020-06-11,
45,2020-06-13,
45,2020-06-16,
45,2020-06-23,0.923
45,2020-06-25,0.8987
45,2020-06-27,
45,2020-06-30,
45,2020-07-01,
45,2020-07-02,
45,2020-07-05,0.918
45,2020-07-06,
45,2020-07-07,
45,2020-07-08,
45,2020-07-10,
45,2020-07-11,
45,2020-07-13,
45,2020-07-18,0.9136
45,2020-07-20,0.9
45,2020-07-23,
45,2020-07-25,0.9009
45,2020-07-27,
45,2020-07-28,0.8978
45,2020-07-30,
45,2020-07-31,
45,2020-08-05,
45,2020-08-06,
45,2020-08-07,0.906
45,2020-08-09,0.9006
45,2020-08-10,
45,2020-08-11,
45,2020-08-12,
45,2020-08-15,
45,2020-08-19,
45,2020-08-20,
45,2020-08-21,
45,2020-08-26,
45,2020-08-27,0.866
45,2020-09-03,0.9088
45,2020-09-04,
45,2020-09-05,
45,2020-09-08,
45,2020-09-09,
45,2020-09-10,
45,2020-09-11,
45,2020-09-13,0.8823
45,2020-09-14,
45,2020-09-15,
45,2020-09-16,0.8917
45,2020-09-18,0.8625
45,2020-09-20,
45,2020-09-21,
45,2020-09-28,0.9005
45,2020-09-30,
45,2020-10-08,0.8517
45,2020-10-09,
45,2020-10-10,
45,2020-10-13,0.835
45,2020-10-18,
45,2020-10-19,
45,2020-10-24,
45,2020-10-25,
45,2020-10-28,0.6204
45,2020-10-30,
45,2020-10-31,0.4737
45,2020-11-02,0.5607
45,2020-11-07,0.5059
45,2020-11-09,
45,2020-11-10,0.4537
45,2020-11-12,0.5192
45,2020-11-13,
45,2020-11-14,
45,2020-11-15,0.5262
45,2020-11-17,0.4995
45,2020-11-18,
45,2020-11-19,
45,2020-11-22,0.534
45,2020-11-23,
45,2020-11-24,
45,2020-11-25,0.5245
45,2020-11-27,0.5246
45,2020-11-28,
45,2020-11-29,
45,2020-11-30,0.5312
45,2020-12-03,
45,2020-12-10,
45,2020-12-13,
45,2020-12-17,
45,2021-01-08,
45,2021-01-09,
45,2021-01-11,
45,2021-01-16,
45,2021-01-19,0.3113
45,2021-01-24,0.1687
45,2021-02-05,
45,2021-02-08,0.1466
45,2021-02-12,
45,2021-02-13,
45,2021-02-15,0.2308
45,2021-02-16,
45,2021-02-17,
45,2021-02-20,
45,2021-02-21,
45,2021-02-22,
45,2021-02-23,0.2587
45,2021-02-25,0.2556
45,2021-02-26,
45,2021-02-27,
45,2021-02-28,0.423
45,2021-03-02,0.4321
45,2021-03-07,0.5159
45,2021-03-10,0.4852
45,2021-03-12,0.4123
45,2021-03-19,
45,2021-03-20,0.5129
45,2021-03-22,0.5424
45,2021-03-23,
45,2021-03-24,
45,2021-03-25,0.5302
45,2021-03-28,
45,2021-03-29,
45,2021-03-30,0.5314
45,2021-04-01,0.4998
45,2021-04-02,
45,2021-04-03,
45,2021-04-04,0.4937
45,2021-04-06,0.5296
45,2021-04-08,
45,2021-04-09,
45,2021-04-11,
45,2021-04-14,0.5342
45,2021-04-16,
45,2021-04-17,
45,2021-04-19,0.3921
45,2021-04-21,
45,2021-04-22,
45,2021-04-24,
45,2021-04-27,
45,2021-05-03,
45,2021-05-08,
45,2021-05-09,
45,2021-05-12,
45,2021-05-14,0.8366
45,2021-05-22,
45,2021-05-26,
45,2021-05-28,
45,2021-05-29,
45,2021-05-31,0.9128
45,2021-06-01,
45,2021-06-10,0.921
45,2021-06-11,
45,2021-06-12,
45,2021-06-13,0.932
45,2021-06-15,0.9286
45,2021-06-16,
45,2021-06-17,
45,2021-06-18,
45,2021-06-21,
45,2021-06-22,
45,2021-06-23,
45,2021-06-26,
45,2021-06-27,
45,2021-07-02,
45,2021-07-10,0.9013
45,2021-07-11,
45,2021-07-12,
45,2021-07-18,0.9071
45,2021-07-20,0.9183
45,2021-07-21,
45,2021-07-22,
45,2021-07-23,
45,2021-08-06,
45,2021-08-09,
45,2021-08-10,
45,2021-08-12,0.8902
45,2021-08-14,0.9038
45,2021-08-15,
45,2021-08-17,0.9117
45,2021-08-19,
45,2021-08-20,
45,2021-08-21,
45,2021-08-24,0.9177
45,2021-08-26,
45,2021-08-27,0.9041
45,2021-08-30,
45,2021-09-01,0.8973
45,2021-09-03,0.7372
45,2021-09-04,
45,2021-09-05,
45,2021-09-06,
45,2021-09-08,
45,2021-09-11,0.8764
45,2021-09-13,
45,2021-09-18,
45,2021-09-21,
45,2021-09-23,
45,2021-09-24,
45,2021-09-25,
45,2021-09-28,
45,2021-09-30,
45,2021-10-01,
45,2021-10-08,0.886
45,2021-10-10,
45,2021-10-11,0.7383
45,2021-10-13,0.8617
45,2021-10-14,
45,2021-10-15,
45,2021-10-16,0.8496
45,2021-10-18,0.8223
45,2021-10-19,
45,2021-10-20,
45,2021-10-21,
45,2021-10-23,0.7315
45,2021-10-24,
45,2021-10-26,0.6543
45,2021-10-28,0.5928
45,2021-10-29,
45,2021-10-31,
45,2021-11-05,0.593
45,2021-11-07,0.6014
45,2021-11-12,0.4972
45,2021-11-18,
45,2021-11-19,
45,2021-11-20,0.4942
45,2021-11-24,
45,2021-12-03,
45,2021-12-07,
45,2021-12-12,
45,2021-12-14,
45,2021-12-15,
45,2021-12-17,
45,2021-12-18,
45,2021-12-19,
45,2021-12-20,
45,2021-12-22,
45,2022-01-26,0.5026
45,2022-01-27,
45,2022-01-29,0.493
45,2022-02-05,0.4773
45,2022-02-08,0.4991
45,2022-02-10,0.4877
45,2022-02-11,
45,2022-02-12,
45,2022-02-13,0.5056
45,2022-02-17,
45,2022-02-20,0.4659
45,2022-02-22,
45,2022-02-23,0.4809
45,2022-02-25,0.4576
45,2022-02-26,
45,2022-02-27,
45,2022-02-28,0.4931
45,2022-03-02,0.4418
45,2022-03-03,
45,2022-03-04,
45,2022-03-05,
45,2022-03-07,0.4884
45,2022-03-08,
45,2022-03-09,
45,2022-03-10,0.4798
45,2022-03-12,
45,2022-03-14,
45,2022-03-19,
45,2022-03-20,
45,2022-03-22,0.4561
45,2022-03-23,
45,2022-03-24,
45,2022-03-25,0.4506
45,2022-03-27,0.4399
45,2022-03-28,
45,2022-04-03,
45,2022-04-04,
45,2022-04-06,0.4806
45,2022-04-11,0.4092
45,2022-04-12,
45,2022-04-13,
45,2022-04-14,0.4507
45,2022-04-16,0.5086
45,2022-04-17,
45,2022-04-18,
45,2022-04-19,0.4856
45,2022-04-21,
45,2022-04-22,
45,2022-04-27,
45,2022-04-28,
45,2022-04-29,0.7391
45,2022-05-02,
45,2022-05-07,
45,2022-05-09,
45,2022-05-11,
45,2022-05-14,
45,2022-05-16,
45,2022-05-17,
45,2022-05-19,
45,2022-05-21,
45,2022-05-23,
45,2022-05-26,
45,2022-05-27,
45,2022-06-08,
45,2022-06-10,0.9386
45,2022-06-11,
45,2022-06-12,
45,2022-06-13,
45,2022-06-15,
45,2022-06-16,
45,2022-06-17,
45,2022-06-18,0.9157
45,2022-06-20,0.8992
45,2022-06-21,
45,2022-06-23,
45,2022-06-25,
45,2022-06-26,
45,2022-06-27,
45,2022-06-30,
45,2022-07-02,
45,2022-07-03,
45,2022-07-05,0.92
45,2022-07-06,
45,2022-07-08,0.9271
45,2022-07-10,0.9305
45,2022-07-11,
45,2022-07-12,
45,2022-07-13,0.909
45,2022-07-15,0.9296
45,2022-07-16,
45,2022-07-17,
45,2022-07-18,0.9116
45,2022-07-20,0.8923
45,2022-07-21,
45,2022-07-22,
45,2022-07-25,
45,2022-07-26,
45,2022-07-28,
45,2022-07-30,0.9183
45,2022-07-31,
45,2022-08-01,
45,2022-08-02,
45,2022-08-04,0.9144
45,2022-08-05,
45,2022-08-09,0.9107
45,2022-08-10,
45,2022-08-11,
45,2022-08-12,0.885
45,2022-08-14,
45,2022-08-16,
45,2022-08-17,
45,2022-08-21,
45,2022-08-22,0.9193
45,2022-08-24,0.9168
45,2022-08-25,
45,2022-08-26,
45,2022-08-27,
45,2022-08-29,
45,2022-09-01,
45,2022-09-04,
45,2022-09-08,
45,2022-09-09,
45,2022-09-11,0.9217
45,2022-09-13,0.8588
45,2022-09-18,0.9164
45,2022-09-19,
45,2022-09-20,
45,2022-09-21,
45,2022-09-23,
45,2022-10-03,0.8646
45,2022-10-04,
45,2022-10-05,
45,2022-10-06,0.7708
45,2022-10-09,
45,2022-10-11,0.6162
45,2022-10-15,
45,2022-10-16,
45,2022-10-18,0.5616
45,2022-10-19,
45,2022-10-25,
45,2022-10-26,0.5052
45,2022-10-28,
45,2022-10-29,
45,2022-10-30,
45,2022-11-08,
45,2022-11-10,0.5073
45,2022-11-19,
45,2022-11-20,0.5085
45,2022-11-27,0.4803
45,2022-12-07,
45,2022-12-08,
45,2022-12-17,
45,2022-12-24,
45,2022-12-27,
45,2022-12-28,
45,2022-12-29,
45,2023-01-01,
45,2023-01-02,
45,2023-01-06,
45,2023-01-07,
45,2023-01-13,
45,2023-01-19,
45,2023-01-21,
45,2023-01-26,0.4717
45,2023-01-28,
45,2023-01-29,0.4654
45,2023-01-31,0.47
45,2023-02-01,
45,2023-02-03,0.4882
45,2023-02-07,
45,2023-02-08,
45,2023-02-10,0.3189
45,2023-02-11,
45,2023-02-12,
45,2023-02-13,0.474
45,2023-02-15,0.4703
45,2023-02-16,
45,2023-02-18,0.3298
45,2023-02-20,0.4474
45,2023-02-21,
45,2023-02-23,
45,2023-03-03,
45,2023-03-05,0.4836
45,2023-03-07,
45,2023-03-09,
45,2023-03-15,0.4946
45,2023-03-17,
45,2023-03-18,
45,2023-03-19,
45,2023-03-20,0.4631
45,2023-03-22,0.4325
45,2023-03-28,
45,2023-04-03,
45,2023-04-04,0.4736
45,2023-04-06,0.4364
45,2023-04-09,0.4635
45,2023-04-14,0.41
45,2023-04-18,
45,2023-04-19,0.4839
45,2023-04-26,0.619
45,2023-04-27,
45,2023-05-02,
45,2023-05-03,
45,2023-05-04,
45,2023-05-06,
45,2023-05-22,
45,2023-05-26,0.9348
45,2023-05-27,
45,2023-05-29,
45,2023-05-31,
45,2023-06-01,
45,2023-06-02,
45,2023-06-03,
45,2023-06-05,0.9022
45,2023-06-06,
45,2023-06-07,
45,2023-06-08,
45,2023-06-10,
45,2023-06-11,
45,2023-06-12,
45,2023-06-13,
45,2023-06-15,0.9178
45,2023-06-16,
45,2023-06-17,
45,2023-06-18,
45,2023-06-21,
45,2023-06-23,0.9263
45,2023-06-25,0.9276
45,2023-06-26,
45,2023-06-28,
45,2023-07-03,
45,2023-07-06,
45,2023-07-07,
45,2023-07-08,
45,2023-07-10,0.9211
45,2023-07-11,
45,2023-07-12,
45,2023-07-15,
45,2023-07-16,
45,2023-07-17,
45,2023-07-18,0.8815
45,2023-07-20,0.9222
45,2023-07-23,
45,2023-07-31,
45,2023-08-02,
45,2023-08-14,
45,2023-08-16,
45,2023-08-19,0.9264
45,2023-08-20,
45,2023-08-21,
45,2023-08-22,0.8917
45,2023-08-24,0.9035
45,2023-08-26,
45,2023-09-01,
45,2023-09-03,
45,2023-09-04,
45,2023-09-05,
45,2023-09-06,0.9092
45,2023-09-08,
45,2023-09-09,
45,2023-09-10,
45,2023-09-11,0.9016
45,2023-09-16,
45,2023-09-24,
45,2023-09-25,
45,2023-09-26,0.9086
45,2023-09-28,0.8978
45,2023-09-29,
45,2023-09-30,
45,2023-10-01,0.8941
45,2023-10-03,0.8843
45,2023-10-04,
45,2023-10-05,
45,2023-10-06,0.7275
45,2023-10-08,0.8852
45,2023-10-09,
45,2023-10-10,
45,2023-10-11,0.8657
45,2023-10-13,
45,2023-10-15,
45,2023-10-16,
45,2023-10-28,0.7131
45,2023-11-08,
45,2023-12-03,
45,2023-12-07,
45,2023-12-15,
45,2023-12-17,
45,2023-12-18,
45,2023-12-19,
45,2023-12-24,
45,2023-12-25,
45,2023-12-27,
45,2023-12-30,
45,2024-01-01,
45,2024-01-03,
45,2024-01-11,
45,2024-01-12,
45,2024-01-13,
45,2024-01-14,
45,2024-01-16,
45,2024-01-19,0.3623
45,2024-01-27,
45,2024-01-29,0.3961
45,2024-02-03,0.4926
45,2024-02-05,0.4793
45,2024-02-06,
45,2024-02-12,
45,2024-02-15,
45,2024-02-20,0.4764
45,2024-02-23,
45,2024-02-25,
45,2024-03-07,
45,2024-03-08,
45,2024-03-11,0.152
45,2024-03-14,0.1983
45,2024-03-19,0.3733
45,2024-03-22,
45,2024-03-23,
45,2024-04-02,
45,2024-04-05,
45,2024-04-06,
45,2024-04-11,
45,2024-04-12,
45,2024-04-13,0.4501
45,2024-04-25,
45,2024-04-30,
45,2024-05-10,0.888
45,2024-05-11,
45,2024-05-20,
45,2024-05-28,0.9172
45,2024-06-04,
45,2024-06-05,
45,2024-06-06,
45,2024-06-10,
45,2024-06-12,0.9159
45,2024-06-15,
45,2024-06-19,
45,2024-06-24,0.9181
45,2024-06-25,
45,2024-06-27,
45,2024-07-02,0.9197
45,2024-07-04,0.9253
45,2024-07-05,
45,2024-07-09,0.7939
45,2024-07-11,
45,2024-07-14,0.8589
45,2024-07-17,
45,2024-07-19,
45,2024-07-20,
45,2024-07-21,
45,2024-07-24,0.9156
45,2024-07-25,
45,2024-07-27,
45,2024-07-29,
45,2024-07-30,
45,2024-07-31,
45,2024-08-01,
45,2024-08-03,0.9154
45,2024-08-04,
45,2024-08-06,
45,2024-08-09,
45,2024-08-10,
45,2024-08-11,0.8514
45,2024-08-13,0.9128
45,2024-08-14,
45,2024-08-15,
45,2024-08-16,0.8946
45,2024-08-19,
45,2024-08-21,0.9176
45,2024-08-23,
45,2024-08-24,
45,2024-08-28,0.8831
45,2024-08-29,
45,2024-08-30,
45,2024-08-31,
45,2024-09-03,
45,2024-09-07,
45,2024-09-15,0.9127
45,2024-09-18,
45,2024-09-20,
45,2024-09-29,
45,2024-09-30,
45,2024-10-05,0.9087
45,2024-10-07,
45,2024-10-25,
45,2024-10-28,
45,2024-10-29,
45,2024-10-30,0.5499
45,2024-11-01,0.5391
45,2024-11-02,
45,2024-11-03,
45,2024-11-04,0.532
45,2024-11-06,
45,2024-11-07,
45,2024-11-09,0.4157
45,2024-11-11,0.5283
45,2024-11-14,0.4675
45,2024-11-16,0.525
45,2024-11-18,
45,2024-11-23,
45,2024-11-27,
45,2024-11-29,0.5498
45,2024-12-01,0.5373
45,2024-12-11,
45,2024-12-12,
45,2024-12-13,
45,2024-12-16,
45,2024-12-21,
45,2024-12-23,
45,2024-12-24,
45,2024-12-26,
45,2024-12-27,
45,2024-12-28,
45,2024-12-29,
45,2024-12-31,
45,2025-01-01,
45,2025-01-03,
45,2025-01-11,
45,2025-01-13,0.3101
45,2025-01-18,
45,2025-01-21,
45,2025-01-25,
45,2025-01-26,
45,2025-02-02,0.2718
45,2025-02-04,0.2631
45,2025-02-05,
45,2025-02-06,
45,2025-02-11,
45,2025-02-15,
45,2025-02-16,
45,2025-02-17,
45,2025-02-19,
45,2025-02-21,
45,2025-03-02,
45,2025-03-03,
45,2025-03-04,0.4952
45,2025-03-06,0.4898
45,2025-03-07,
45,2025-03-08,
45,2025-03-09,
45,2025-03-11,
45,2025-03-18,
45,2025-03-28,
45,2025-03-31,0.5093
45,2025-04-01,
45,2025-04-02,
45,2025-04-03,
45,2025-04-04,
45,2025-04-05,0.5106
45,2025-04-06,
45,2025-04-07,
45,2025-04-07,0.486
45,2025-04-08,
45,2025-04-12,
45,2025-04-22,
45,2025-04-23,
45,2025-04-26,
45,2025-04-28,
45,2025-04-30,0.8749
45,2025-04-30,0.8529
45,2025-05-01,
45,2025-05-02,
45,2025-05-03,
45,2025-05-10,
45,2025-05-10,
45,2025-05-11,
45,2025-05-13,
45,2025-05-13,
45,2025-05-15,0.9091
45,2025-05-16,
45,2025-05-17,
45,2025-05-18,
45,2025-05-30,0.94
45,2025-05-30,0.9283
45,2025-05-31,
46,2017-04-03,
46,2017-04-20,0.7826
46,2017-04-30,
46,2017-05-10,
46,2017-06-02,
46,2017-06-12,
46,2017-06-13,
46,2017-06-19,0.9038
46,2017-06-22,
46,2017-07-06,0.9081
46,2017-07-13,
46,2017-07-22,
46,2017-08-05,
46,2017-09-10,
46,2017-09-20,
46,2017-09-24,0.8664
46,2017-10-10,
46,2017-10-11,
46,2017-10-31,
46,2017-11-03,0.5573
46,2017-11-16,0.5451
46,2017-12-06,
46,2017-12-13,
46,2017-12-23,
46,2017-12-24,
46,2017-12-25,
46,2018-01-08,
46,2018-01-14,
46,2018-02-09,
46,2018-02-13,
46,2018-02-23,
46,2018-02-28,
46,2018-03-14,
46,2018-03-20,
46,2018-03-23,0.3692
46,2018-03-24,
46,2018-03-25,
46,2018-03-28,0.5563
46,2018-04-02,0.2817
46,2018-04-07,
46,2018-04-08,
46,2018-04-13,
46,2018-04-14,
46,2018-04-17,0.4724
46,2018-04-18,
46,2018-04-19,
46,2018-04-20,0.5172
46,2018-04-22,0.7222
46,2018-04-24,
46,2018-04-25,
46,2018-04-27,
46,2018-04-28,
46,2018-04-30,
46,2018-05-05,0.871
46,2018-05-07,
46,2018-05-08,
46,2018-05-12,
46,2018-05-18,
46,2018-05-25,0.9166
46,2018-05-30,
46,2018-06-01,
46,2018-06-02,
46,2018-06-04,
46,2018-06-09,
46,2018-06-14,0.9178
46,2018-06-16,0.9172
46,2018-06-19,0.9178
46,2018-06-21,0.8834
46,2018-06-22,
46,2018-06-23,
46,2018-06-26,0.9084
46,2018-06-27,
46,2018-06-29,0.9122
46,2018-07-01,0.9003
46,2018-07-02,
46,2018-07-04,
46,2018-07-07,
46,2018-07-08,
46,2018-07-09,0.9012
46,2018-07-11,
46,2018-07-12,
46,2018-07-13,
46,2018-07-14,
46,2018-07-16,
46,2018-07-17,
46,2018-07-18,
46,2018-07-19,
46,2018-07-22,
46,2018-07-24,
46,2018-07-26,0.91
46,2018-07-27,
46,2018-07-29,0.9019
46,2018-07-31,0.8942
46,2018-08-01,
46,2018-08-03,0.8605
46,2018-08-05,0.8868
46,2018-08-06,
46,2018-08-08,
46,2018-08-11,
46,2018-08-15,
46,2018-08-16,
46,2018-08-17,
46,2018-08-18,
46,2018-08-20,0.8994
46,2018-08-21,
46,2018-08-23,
46,2018-08-26,
46,2018-08-27,
46,2018-08-28,0.9007
46,2018-09-04,0.9019
46,2018-09-05,
46,2018-09-06,
46,2018-09-09,0.8941
46,2018-09-10,
46,2018-09-11,
46,2018-09-12,
46,2018-09-16,
46,2018-09-17,
46,2018-09-19,0.8912
46,2018-09-20,
46,2018-09-21,
46,2018-09-22,
46,2018-09-24,0.9169
46,2018-09-25,
46,2018-09-26,
46,2018-09-27,0.9095
46,2018-09-29,
46,2018-09-30,
46,2018-10-02,0.8411
46,2018-10-04,
46,2018-10-05,
46,2018-10-07,0.8569
46,2018-10-09,
46,2018-10-10,
46,2018-10-12,
46,2018-10-15,
46,2018-10-16,
46,2018-10-17,0.7265
46,2018-10-19,0.6645
46,2018-10-20,
46,2018-10-22,0.6235
46,2018-10-25,
46,2018-10-26,
46,2018-11-01,
46,2018-11-11,
46,2018-11-15,
46,2018-11-16,
46,2018-11-18,
46,2018-11-24,
46,2018-11-28,0.4868
46,2018-12-11,
46,2018-12-13,
46,2018-12-15,
46,2018-12-18,
46,2018-12-26,
46,2018-12-28,
46,2019-01-03,
46,2019-01-07,
46,2019-01-15,
46,2019-01-18,
46,2019-01-19,
46,2019-01-22,
46,2019-01-24,
46,2019-01-25,0.5154
46,2019-01-29,
46,2019-02-04,0.2894
46,2019-02-06,0.1878
46,2019-02-08,
46,2019-02-12,
46,2019-02-13,
46,2019-02-14,0.3052
46,2019-02-16,0.4274
46,2019-02-17,
46,2019-02-18,
46,2019-02-19,0.5222
46,2019-02-21,0.4868
